ID;Recency;Frequency;Monetary;R;F;M;RFM_Concat;RFM_Score;RFM_Segment
4279;87.0;7.0;54.0;1;2;2;122;3.0;Em Risco
5371;0.0;8.0;91.0;5;2;3;523;7.5;Potencialmente fiéis
9240;73.0;18.0;526.0;2;4;4;244;6.0;Fiéis
9460;74.0;8.0;162.0;2;2;3;223;4.5;Precisam de atenção
8692;50.0;16.0;240.0;3;4;4;344;7.0;Fiéis
448;57.0;21.0;795.0;3;5;5;355;8.0;Fiéis
8420;27.0;8.0;64.0;4;2;2;422;6.0;Potencialmente fiéis
7685;4.0;7.0;78.0;5;2;2;522;7.0;Potencialmente fiéis
10232;9.0;15.0;331.0;5;4;4;544;9.0;Campeões
4184;48.0;12.0;265.0;3;3;4;334;6.5;Fiéis
9120;80.0;19.0;1065.0;1;5;5;155;6.0;Em Risco
891;60.0;4.0;11.0;2;1;1;211;3.0;Quase em risco
10381;43.0;4.0;21.0;3;1;1;311;4.0;Potencialmente fiéis
3525;19.0;4.0;17.0;5;1;1;511;6.0;Potencialmente fiéis
6818;26.0;16.0;369.0;4;4;4;444;8.0;Campeões
3526;58.0;6.0;38.0;3;1;1;311;4.0;Potencialmente fiéis
8181;42.0;11.0;177.0;3;3;3;333;6.0;Fiéis
1029;27.0;12.0;279.0;4;3;4;434;7.5;Fiéis
7369;56.0;7.0;62.0;3;2;2;322;5.0;Potencialmente fiéis
8159;10.0;11.0;182.0;5;3;3;533;8.0;Fiéis
1160;48.0;10.0;49.0;3;3;2;332;5.5;Potencialmente fiéis
10242;39.0;8.0;75.0;4;2;2;422;6.0;Potencialmente fiéis
5253;85.0;16.0;227.0;1;4;3;143;4.5;Em Risco
5966;64.0;15.0;215.0;2;4;3;243;5.5;Fiéis
5081;54.0;5.0;47.0;3;1;2;312;4.5;Potencialmente fiéis
5123;57.0;7.0;143.0;3;2;3;323;5.5;Potencialmente fiéis
5756;64.0;7.0;55.0;2;2;2;222;4.0;Precisam de atenção
8036;10.0;11.0;63.0;5;3;2;532;7.5;Potencialmente fiéis
5057;74.0;20.0;611.0;2;5;5;255;7.0;Fiéis
254;4.0;18.0;473.0;5;4;4;544;9.0;Campeões
4179;94.0;6.0;55.0;1;1;2;112;2.5;Hibernando
3710;41.0;7.0;81.0;3;2;3;323;5.5;Potencialmente fiéis
6424;9.0;5.0;49.0;5;1;2;512;6.5;Potencialmente fiéis
3075;47.0;15.0;382.0;3;4;4;344;7.0;Fiéis
4992;12.0;9.0;69.0;5;3;2;532;7.5;Potencialmente fiéis
5252;80.0;6.0;67.0;1;1;2;112;2.5;Hibernando
7444;20.0;6.0;30.0;4;1;1;411;5.0;Potencialmente fiéis
6919;39.0;9.0;63.0;4;3;2;432;6.5;Potencialmente fiéis
3537;57.0;10.0;79.0;3;3;3;333;6.0;Fiéis
10277;27.0;5.0;42.0;4;1;1;411;5.0;Potencialmente fiéis
2453;83.0;23.0;819.0;1;5;5;155;6.0;Em Risco
7972;79.0;17.0;1151.0;2;4;5;245;6.5;Fiéis
895;69.0;20.0;594.0;2;5;5;255;7.0;Fiéis
1177;77.0;11.0;129.0;2;3;3;233;5.0;Fiéis
7141;15.0;12.0;213.0;5;3;3;533;8.0;Fiéis
7232;99.0;7.0;67.0;1;2;2;122;3.0;Em Risco
8477;61.0;5.0;28.0;2;1;1;211;3.0;Quase em risco
2457;23.0;6.0;45.0;4;1;2;412;5.5;Potencialmente fiéis
988;84.0;18.0;1193.0;1;4;5;145;5.5;Em Risco
7930;74.0;12.0;268.0;2;3;4;234;5.5;Fiéis
4587;90.0;12.0;266.0;1;3;4;134;4.5;Em Risco
6682;41.0;5.0;37.0;3;1;1;311;4.0;Potencialmente fiéis
6222;28.0;7.0;37.0;4;2;1;421;5.5;Potencialmente fiéis
3083;88.0;18.0;373.0;1;4;4;144;5.0;Em Risco
8953;94.0;6.0;35.0;1;1;1;111;2.0;Hibernando
8650;31.0;5.0;42.0;4;1;1;411;5.0;Potencialmente fiéis
10862;6.0;17.0;326.0;5;4;4;544;9.0;Campeões
2782;23.0;17.0;404.0;4;4;4;444;8.0;Campeões
6941;92.0;6.0;95.0;1;1;3;113;3.0;Perdidos
10972;52.0;14.0;939.0;3;4;5;345;7.5;Fiéis
10708;50.0;5.0;33.0;3;1;1;311;4.0;Potencialmente fiéis
6583;54.0;21.0;981.0;3;5;5;355;8.0;Fiéis
3641;93.0;7.0;36.0;1;2;1;121;2.5;Hibernando
3469;94.0;9.0;103.0;1;3;3;133;4.0;Em Risco
5063;76.0;12.0;191.0;2;3;3;233;5.0;Fiéis
9624;46.0;14.0;963.0;3;4;5;345;7.5;Fiéis
4376;27.0;7.0;93.0;4;2;3;423;6.5;Potencialmente fiéis
8461;3.0;4.0;16.0;5;1;1;511;6.0;Potencialmente fiéis
944;6.0;14.0;393.0;5;4;4;544;9.0;Campeões
1907;53.0;26.0;1477.0;3;5;5;355;8.0;Fiéis
701;58.0;18.0;1179.0;3;4;5;345;7.5;Fiéis
2942;20.0;15.0;486.0;4;4;4;444;8.0;Campeões
3376;9.0;11.0;235.0;5;3;4;534;8.5;Fiéis
4679;42.0;28.0;1092.0;3;5;5;355;8.0;Fiéis
10928;28.0;17.0;599.0;4;4;5;445;8.5;Campeões
6728;38.0;6.0;48.0;4;1;2;412;5.5;Potencialmente fiéis
6661;63.0;32.0;1174.0;2;5;5;255;7.0;Fiéis
4725;71.0;7.0;67.0;2;2;2;222;4.0;Precisam de atenção
3277;9.0;15.0;365.0;5;4;4;544;9.0;Campeões
2564;87.0;10.0;165.0;1;3;3;133;4.0;Em Risco
946;92.0;11.0;210.0;1;3;3;133;4.0;Em Risco
6940;86.0;12.0;223.0;1;3;3;133;4.0;Em Risco
55;83.0;22.0;597.0;1;5;5;155;6.0;Em Risco
7093;74.0;4.0;22.0;2;1;1;211;3.0;Quase em risco
1777;29.0;6.0;74.0;4;1;2;412;5.5;Potencialmente fiéis
8162;88.0;5.0;26.0;1;1;1;111;2.0;Hibernando
10826;77.0;5.0;60.0;2;1;2;212;3.5;Quase em risco
8754;25.0;4.0;20.0;4;1;1;411;5.0;Potencialmente fiéis
1987;34.0;7.0;59.0;4;2;2;422;6.0;Potencialmente fiéis
11007;43.0;5.0;34.0;3;1;1;311;4.0;Potencialmente fiéis
7426;76.0;12.0;198.0;2;3;3;233;5.0;Fiéis
9153;81.0;28.0;1048.0;1;5;5;155;6.0;Em Risco
10379;87.0;21.0;574.0;1;5;5;155;6.0;Em Risco
3197;38.0;20.0;670.0;4;5;5;455;9.0;Campeões
2920;63.0;16.0;990.0;2;4;5;245;6.5;Fiéis
6961;26.0;4.0;11.0;4;1;1;411;5.0;Potencialmente fiéis
9937;75.0;17.0;576.0;2;4;5;245;6.5;Fiéis
8779;13.0;12.0;172.0;5;3;3;533;8.0;Fiéis
10120;84.0;12.0;257.0;1;3;4;134;4.5;Em Risco
6327;87.0;17.0;1146.0;1;4;5;145;5.5;Em Risco
10142;99.0;20.0;689.0;1;5;5;155;6.0;Em Risco
10767;40.0;21.0;1346.0;3;5;5;355;8.0;Fiéis
7279;3.0;15.0;1044.0;5;4;5;545;9.5;Campeões
7230;98.0;22.0;493.0;1;5;4;154;5.5;Em Risco
143;73.0;13.0;957.0;2;4;5;245;6.5;Fiéis
450;90.0;12.0;270.0;1;3;4;134;4.5;Em Risco
9316;29.0;5.0;29.0;4;1;1;411;5.0;Potencialmente fiéis
6379;3.0;9.0;121.0;5;3;3;533;8.0;Fiéis
9239;94.0;8.0;126.0;1;2;3;123;3.5;Em Risco
8315;65.0;4.0;23.0;2;1;1;211;3.0;Quase em risco
2868;33.0;8.0;57.0;4;2;2;422;6.0;Potencialmente fiéis
10888;46.0;20.0;636.0;3;5;5;355;8.0;Fiéis
9977;99.0;20.0;734.0;1;5;5;155;6.0;Em Risco
968;24.0;12.0;187.0;4;3;3;433;7.0;Fiéis
6988;93.0;22.0;1443.0;1;5;5;155;6.0;Em Risco
4472;34.0;6.0;57.0;4;1;2;412;5.5;Potencialmente fiéis
6991;88.0;20.0;637.0;1;5;5;155;6.0;Em Risco
4301;10.0;5.0;59.0;5;1;2;512;6.5;Potencialmente fiéis
1940;26.0;4.0;18.0;4;1;1;411;5.0;Potencialmente fiéis
1272;49.0;26.0;903.0;3;5;5;355;8.0;Fiéis
1388;11.0;8.0;112.0;5;2;3;523;7.5;Potencialmente fiéis
1044;44.0;20.0;596.0;3;5;5;355;8.0;Fiéis
6969;75.0;13.0;233.0;2;4;4;244;6.0;Fiéis
1715;45.0;7.0;48.0;3;2;2;322;5.0;Potencialmente fiéis
1463;9.0;4.0;21.0;5;1;1;511;6.0;Potencialmente fiéis
5114;1.0;16.0;965.0;5;4;5;545;9.5;Campeões
4329;43.0;6.0;16.0;3;1;1;311;4.0;Potencialmente fiéis
4692;19.0;12.0;71.0;5;3;2;532;7.5;Potencialmente fiéis
7212;99.0;6.0;65.0;1;1;2;112;2.5;Hibernando
5329;24.0;4.0;11.0;4;1;1;411;5.0;Potencialmente fiéis
5956;74.0;16.0;284.0;2;4;4;244;6.0;Fiéis
6255;29.0;13.0;334.0;4;4;4;444;8.0;Campeões
6516;37.0;4.0;18.0;4;1;1;411;5.0;Potencialmente fiéis
7458;26.0;8.0;97.0;4;2;3;423;6.5;Potencialmente fiéis
5237;79.0;9.0;63.0;2;3;2;232;4.5;Precisam de atenção
7761;71.0;9.0;109.0;2;3;3;233;5.0;Fiéis
7235;37.0;9.0;38.0;4;3;1;431;6.0;Potencialmente fiéis
10548;30.0;24.0;960.0;4;5;5;455;9.0;Campeões
2281;34.0;4.0;28.0;4;1;1;411;5.0;Potencialmente fiéis
7938;92.0;17.0;449.0;1;4;4;144;5.0;Em Risco
7723;56.0;21.0;1440.0;3;5;5;355;8.0;Fiéis
4012;55.0;23.0;1226.0;3;5;5;355;8.0;Fiéis
10470;0.0;8.0;92.0;5;2;3;523;7.5;Potencialmente fiéis
6488;86.0;8.0;99.0;1;2;3;123;3.5;Em Risco
10270;8.0;8.0;66.0;5;2;2;522;7.0;Potencialmente fiéis
6887;33.0;19.0;564.0;4;5;4;454;8.5;Campeões
7573;12.0;6.0;86.0;5;1;3;513;7.0;Potencialmente fiéis
221;90.0;12.0;242.0;1;3;4;134;4.5;Em Risco
20;91.0;8.0;183.0;1;2;3;123;3.5;Em Risco
8786;52.0;18.0;450.0;3;4;4;344;7.0;Fiéis
10582;3.0;21.0;758.0;5;5;5;555;10.0;Campeões
2371;22.0;9.0;81.0;4;3;3;433;7.0;Fiéis
6825;86.0;4.0;16.0;1;1;1;111;2.0;Hibernando
1072;64.0;8.0;93.0;2;2;3;223;4.5;Precisam de atenção
2461;79.0;6.0;43.0;2;1;1;211;3.0;Quase em risco
10839;42.0;6.0;29.0;3;1;1;311;4.0;Potencialmente fiéis
49;39.0;5.0;25.0;4;1;1;411;5.0;Potencialmente fiéis
4290;8.0;4.0;24.0;5;1;1;511;6.0;Potencialmente fiéis
10219;40.0;5.0;38.0;3;1;1;311;4.0;Potencialmente fiéis
4211;5.0;7.0;57.0;5;2;2;522;7.0;Potencialmente fiéis
1135;96.0;12.0;47.0;1;3;2;132;3.5;Em Risco
10846;22.0;22.0;629.0;4;5;5;455;9.0;Campeões
347;30.0;17.0;377.0;4;4;4;444;8.0;Campeões
10446;58.0;17.0;729.0;3;4;5;345;7.5;Fiéis
3479;49.0;6.0;50.0;3;1;2;312;4.5;Potencialmente fiéis
11075;37.0;15.0;270.0;4;4;4;444;8.0;Campeões
4442;70.0;9.0;177.0;2;3;3;233;5.0;Fiéis
199;33.0;13.0;315.0;4;4;4;444;8.0;Campeões
8523;39.0;10.0;60.0;4;3;2;432;6.5;Potencialmente fiéis
310;81.0;21.0;573.0;1;5;5;155;6.0;Em Risco
8629;71.0;5.0;41.0;2;1;1;211;3.0;Quase em risco
236;62.0;10.0;170.0;2;3;3;233;5.0;Fiéis
4599;66.0;21.0;458.0;2;5;4;254;6.5;Fiéis
7326;83.0;6.0;63.0;1;1;2;112;2.5;Hibernando
7352;28.0;17.0;405.0;4;4;4;444;8.0;Campeões
2964;0.0;5.0;72.0;5;1;2;512;6.5;Potencialmente fiéis
5585;1.0;7.0;48.0;5;2;2;522;7.0;Potencialmente fiéis
3732;72.0;27.0;860.0;2;5;5;255;7.0;Fiéis
11176;12.0;18.0;495.0;5;4;4;544;9.0;Campeões
2986;89.0;4.0;20.0;1;1;1;111;2.0;Hibernando
3900;54.0;21.0;769.0;3;5;5;355;8.0;Fiéis
7034;34.0;7.0;55.0;4;2;2;422;6.0;Potencialmente fiéis
1143;43.0;7.0;55.0;3;2;2;322;5.0;Potencialmente fiéis
1;0.0;18.0;577.0;5;4;5;545;9.5;Campeões
3855;74.0;8.0;162.0;2;2;3;223;4.5;Precisam de atenção
6768;75.0;6.0;36.0;2;1;1;211;3.0;Quase em risco
6646;23.0;5.0;22.0;4;1;1;411;5.0;Potencialmente fiéis
4887;65.0;6.0;63.0;2;1;2;212;3.5;Quase em risco
8560;94.0;18.0;680.0;1;4;5;145;5.5;Em Risco
3321;42.0;20.0;542.0;3;5;4;354;7.5;Fiéis
11003;10.0;7.0;50.0;5;2;2;522;7.0;Potencialmente fiéis
10402;94.0;6.0;39.0;1;1;1;111;2.0;Hibernando
6141;46.0;14.0;385.0;3;4;4;344;7.0;Fiéis
10856;42.0;5.0;46.0;3;1;2;312;4.5;Potencialmente fiéis
4186;11.0;9.0;76.0;5;3;2;532;7.5;Potencialmente fiéis
368;61.0;14.0;290.0;2;4;4;244;6.0;Fiéis
3312;12.0;11.0;89.0;5;3;3;533;8.0;Fiéis
11121;76.0;11.0;70.0;2;3;2;232;4.5;Precisam de atenção
5332;2.0;17.0;1066.0;5;4;5;545;9.5;Campeões
5935;60.0;23.0;764.0;2;5;5;255;7.0;Fiéis
2895;79.0;11.0;195.0;2;3;3;233;5.0;Fiéis
10262;96.0;11.0;53.0;1;3;2;132;3.5;Em Risco
7848;17.0;13.0;368.0;5;4;4;544;9.0;Campeões
9477;0.0;20.0;544.0;5;5;4;554;9.5;Campeões
7186;43.0;6.0;35.0;3;1;1;311;4.0;Potencialmente fiéis
5794;1.0;18.0;446.0;5;4;4;544;9.0;Campeões
4877;2.0;5.0;41.0;5;1;1;511;6.0;Potencialmente fiéis
425;66.0;22.0;727.0;2;5;5;255;7.0;Fiéis
3007;49.0;6.0;40.0;3;1;1;311;4.0;Potencialmente fiéis
4297;71.0;7.0;40.0;2;2;1;221;3.5;Quase em risco
807;35.0;17.0;292.0;4;4;4;444;8.0;Campeões
9553;94.0;4.0;15.0;1;1;1;111;2.0;Hibernando
4271;80.0;17.0;341.0;1;4;4;144;5.0;Em Risco
4120;61.0;13.0;369.0;2;4;4;244;6.0;Fiéis
2036;29.0;17.0;401.0;4;4;4;444;8.0;Campeões
115;0.0;17.0;393.0;5;4;4;544;9.0;Campeões
4259;80.0;4.0;10.0;1;1;1;111;2.0;Hibernando
8687;54.0;16.0;486.0;3;4;4;344;7.0;Fiéis
2447;71.0;7.0;69.0;2;2;2;222;4.0;Precisam de atenção
9353;61.0;16.0;995.0;2;4;5;245;6.5;Fiéis
3623;55.0;10.0;45.0;3;3;2;332;5.5;Potencialmente fiéis
738;35.0;12.0;182.0;4;3;3;433;7.0;Fiéis
7631;34.0;23.0;989.0;4;5;5;455;9.0;Campeões
10602;30.0;9.0;156.0;4;3;3;433;7.0;Fiéis
3270;96.0;11.0;128.0;1;3;3;133;4.0;Em Risco
8443;16.0;9.0;86.0;5;3;3;533;8.0;Fiéis
9653;16.0;7.0;68.0;5;2;2;522;7.0;Potencialmente fiéis
8916;78.0;4.0;16.0;2;1;1;211;3.0;Quase em risco
8017;83.0;7.0;55.0;1;2;2;122;3.0;Em Risco
7023;87.0;15.0;263.0;1;4;4;144;5.0;Em Risco
8086;34.0;7.0;55.0;4;2;2;422;6.0;Potencialmente fiéis
2930;7.0;20.0;1281.0;5;5;5;555;10.0;Campeões
1928;73.0;7.0;83.0;2;2;3;223;4.5;Precisam de atenção
7108;54.0;18.0;353.0;3;4;4;344;7.0;Fiéis
9960;52.0;4.0;14.0;3;1;1;311;4.0;Potencialmente fiéis
7037;50.0;17.0;401.0;3;4;4;344;7.0;Fiéis
905;38.0;11.0;84.0;4;3;3;433;7.0;Fiéis
8624;61.0;18.0;928.0;2;4;5;245;6.5;Fiéis
8945;46.0;11.0;203.0;3;3;3;333;6.0;Fiéis
6445;73.0;16.0;858.0;2;4;5;245;6.5;Fiéis
2727;19.0;13.0;409.0;5;4;4;544;9.0;Campeões
6404;10.0;16.0;282.0;5;4;4;544;9.0;Campeões
1968;37.0;4.0;28.0;4;1;1;411;5.0;Potencialmente fiéis
6534;94.0;6.0;67.0;1;1;2;112;2.5;Hibernando
9485;23.0;10.0;199.0;4;3;3;433;7.0;Fiéis
1048;11.0;10.0;178.0;5;3;3;533;8.0;Fiéis
9308;51.0;14.0;976.0;3;4;5;345;7.5;Fiéis
10505;86.0;15.0;1001.0;1;4;5;145;5.5;Em Risco
2625;30.0;14.0;350.0;4;4;4;444;8.0;Campeões
9972;25.0;5.0;46.0;4;1;2;412;5.5;Potencialmente fiéis
4487;67.0;7.0;95.0;2;2;3;223;4.5;Precisam de atenção
4988;58.0;9.0;62.0;3;3;2;332;5.5;Potencialmente fiéis
5871;98.0;16.0;467.0;1;4;4;144;5.0;Em Risco
5303;42.0;20.0;1113.0;3;5;5;355;8.0;Fiéis
538;78.0;7.0;125.0;2;2;3;223;4.5;Precisam de atenção
5692;82.0;5.0;32.0;1;1;1;111;2.0;Hibernando
6383;78.0;8.0;46.0;2;2;2;222;4.0;Precisam de atenção
3673;59.0;26.0;779.0;2;5;5;255;7.0;Fiéis
760;8.0;23.0;811.0;5;5;5;555;10.0;Campeões
4128;51.0;20.0;725.0;3;5;5;355;8.0;Fiéis
6810;76.0;12.0;1187.0;2;3;5;235;6.0;Fiéis
8700;86.0;9.0;66.0;1;3;2;132;3.5;Em Risco
1328;56.0;20.0;683.0;3;5;5;355;8.0;Fiéis
8405;83.0;13.0;305.0;1;4;4;144;5.0;Em Risco
6515;92.0;6.0;50.0;1;1;2;112;2.5;Hibernando
2882;31.0;16.0;995.0;4;4;5;445;8.5;Campeões
7574;80.0;6.0;41.0;1;1;1;111;2.0;Hibernando
6387;39.0;9.0;77.0;4;3;2;432;6.5;Potencialmente fiéis
5320;20.0;12.0;171.0;4;3;3;433;7.0;Fiéis
5048;53.0;7.0;131.0;3;2;3;323;5.5;Potencialmente fiéis
8146;84.0;5.0;54.0;1;1;2;112;2.5;Hibernando
10031;50.0;12.0;53.0;3;3;2;332;5.5;Potencialmente fiéis
2134;94.0;22.0;694.0;1;5;5;155;6.0;Em Risco
1523;25.0;8.0;96.0;4;2;3;423;6.5;Potencialmente fiéis
9665;48.0;16.0;361.0;3;4;4;344;7.0;Fiéis
3635;69.0;20.0;578.0;2;5;5;255;7.0;Fiéis
3547;12.0;7.0;64.0;5;2;2;522;7.0;Potencialmente fiéis
2456;84.0;13.0;149.0;1;4;3;143;4.5;Em Risco
7011;47.0;10.0;93.0;3;3;3;333;6.0;Fiéis
2620;48.0;4.0;23.0;3;1;1;311;4.0;Potencialmente fiéis
1734;37.0;11.0;81.0;4;3;3;433;7.0;Fiéis
10995;8.0;10.0;92.0;5;3;3;533;8.0;Fiéis
6357;29.0;18.0;491.0;4;4;4;444;8.0;Campeões
3308;54.0;9.0;94.0;3;3;3;333;6.0;Fiéis
2166;55.0;4.0;23.0;3;1;1;311;4.0;Potencialmente fiéis
6634;78.0;6.0;54.0;2;1;2;212;3.5;Quase em risco
6872;43.0;16.0;405.0;3;4;4;344;7.0;Fiéis
453;1.0;7.0;45.0;5;2;2;522;7.0;Potencialmente fiéis
9850;32.0;4.0;19.0;4;1;1;411;5.0;Potencialmente fiéis
7646;70.0;24.0;805.0;2;5;5;255;7.0;Fiéis
1640;49.0;8.0;108.0;3;2;3;323;5.5;Potencialmente fiéis
5184;65.0;4.0;23.0;2;1;1;211;3.0;Quase em risco
8492;25.0;23.0;1493.0;4;5;5;455;9.0;Campeões
11188;84.0;9.0;89.0;1;3;3;133;4.0;Em Risco
1212;7.0;25.0;936.0;5;5;5;555;10.0;Campeões
9097;34.0;16.0;343.0;4;4;4;444;8.0;Campeões
10473;38.0;20.0;528.0;4;5;4;454;8.5;Campeões
5527;25.0;7.0;58.0;4;2;2;422;6.0;Potencialmente fiéis
6374;50.0;16.0;297.0;3;4;4;344;7.0;Fiéis
7453;46.0;21.0;488.0;3;5;4;354;7.5;Fiéis
8952;96.0;23.0;859.0;1;5;5;155;6.0;Em Risco
8975;47.0;10.0;69.0;3;3;2;332;5.5;Potencialmente fiéis
6119;52.0;4.0;17.0;3;1;1;311;4.0;Potencialmente fiéis
5723;63.0;8.0;116.0;2;2;3;223;4.5;Precisam de atenção
1970;14.0;7.0;103.0;5;2;3;523;7.5;Potencialmente fiéis
5313;20.0;9.0;44.0;4;3;2;432;6.5;Potencialmente fiéis
10634;56.0;15.0;406.0;3;4;4;344;7.0;Fiéis
8562;72.0;11.0;236.0;2;3;4;234;5.5;Fiéis
3158;1.0;5.0;39.0;5;1;1;511;6.0;Potencialmente fiéis
4436;27.0;8.0;137.0;4;2;3;423;6.5;Potencialmente fiéis
5287;77.0;10.0;79.0;2;3;3;233;5.0;Fiéis
2445;87.0;6.0;63.0;1;1;2;112;2.5;Hibernando
4550;51.0;6.0;71.0;3;1;2;312;4.5;Potencialmente fiéis
4240;79.0;7.0;58.0;2;2;2;222;4.0;Precisam de atenção
8911;11.0;21.0;702.0;5;5;5;555;10.0;Campeões
3706;54.0;7.0;94.0;3;2;3;323;5.5;Potencialmente fiéis
3628;93.0;7.0;80.0;1;2;3;123;3.5;Em Risco
10175;0.0;5.0;22.0;5;1;1;511;6.0;Potencialmente fiéis
9888;3.0;16.0;1091.0;5;4;5;545;9.5;Campeões
5263;99.0;5.0;55.0;1;1;2;112;2.5;Hibernando
9503;65.0;13.0;313.0;2;4;4;244;6.0;Fiéis
10613;44.0;11.0;62.0;3;3;2;332;5.5;Potencialmente fiéis
67;6.0;9.0;92.0;5;3;3;533;8.0;Fiéis
6019;9.0;6.0;72.0;5;1;2;512;6.5;Potencialmente fiéis
5863;95.0;21.0;655.0;1;5;5;155;6.0;Em Risco
6730;92.0;8.0;54.0;1;2;2;122;3.0;Em Risco
6287;2.0;5.0;36.0;5;1;1;511;6.0;Potencialmente fiéis
5985;0.0;10.0;122.0;5;3;3;533;8.0;Fiéis
4754;91.0;7.0;122.0;1;2;3;123;3.5;Em Risco
966;98.0;25.0;691.0;1;5;5;155;6.0;Em Risco
9725;16.0;4.0;12.0;5;1;1;511;6.0;Potencialmente fiéis
5740;1.0;7.0;56.0;5;2;2;522;7.0;Potencialmente fiéis
5731;64.0;5.0;37.0;2;1;1;211;3.0;Quase em risco
7290;68.0;21.0;968.0;2;5;5;255;7.0;Fiéis
3846;98.0;15.0;270.0;1;4;4;144;5.0;Em Risco
8104;32.0;12.0;278.0;4;3;4;434;7.5;Fiéis
4507;87.0;22.0;1250.0;1;5;5;155;6.0;Em Risco
1162;23.0;20.0;653.0;4;5;5;455;9.0;Campeões
2055;37.0;6.0;49.0;4;1;2;412;5.5;Potencialmente fiéis
10766;22.0;17.0;506.0;4;4;4;444;8.0;Campeões
4415;19.0;8.0;38.0;5;2;1;521;6.5;Potencialmente fiéis
4817;91.0;4.0;18.0;1;1;1;111;2.0;Hibernando
10536;78.0;8.0;46.0;2;2;2;222;4.0;Precisam de atenção
3807;83.0;23.0;766.0;1;5;5;155;6.0;Em Risco
9197;92.0;7.0;47.0;1;2;2;122;3.0;Em Risco
10832;4.0;14.0;467.0;5;4;4;544;9.0;Campeões
577;10.0;6.0;22.0;5;1;1;511;6.0;Potencialmente fiéis
10855;9.0;15.0;396.0;5;4;4;544;9.0;Campeões
3081;65.0;4.0;20.0;2;1;1;211;3.0;Quase em risco
247;16.0;19.0;357.0;5;5;4;554;9.5;Campeões
8707;12.0;16.0;1401.0;5;4;5;545;9.5;Campeões
9523;95.0;4.0;15.0;1;1;1;111;2.0;Hibernando
10914;3.0;6.0;17.0;5;1;1;511;6.0;Potencialmente fiéis
5577;77.0;4.0;23.0;2;1;1;211;3.0;Quase em risco
1833;91.0;9.0;133.0;1;3;3;133;4.0;Em Risco
4944;24.0;17.0;777.0;4;4;5;445;8.5;Campeões
9080;2.0;9.0;73.0;5;3;2;532;7.5;Potencialmente fiéis
6466;22.0;10.0;121.0;4;3;3;433;7.0;Fiéis
9964;56.0;15.0;424.0;3;4;4;344;7.0;Fiéis
4790;54.0;13.0;868.0;3;4;5;345;7.5;Fiéis
10245;71.0;15.0;756.0;2;4;5;245;6.5;Fiéis
1109;38.0;4.0;12.0;4;1;1;411;5.0;Potencialmente fiéis
6001;62.0;25.0;937.0;2;5;5;255;7.0;Fiéis
10552;18.0;14.0;367.0;5;4;4;544;9.0;Campeões
1545;95.0;20.0;443.0;1;5;4;154;5.5;Em Risco
7409;66.0;13.0;267.0;2;4;4;244;6.0;Fiéis
4444;28.0;6.0;61.0;4;1;2;412;5.5;Potencialmente fiéis
146;78.0;21.0;1323.0;2;5;5;255;7.0;Fiéis
6271;13.0;6.0;63.0;5;1;2;512;6.5;Potencialmente fiéis
10065;27.0;8.0;64.0;4;2;2;422;6.0;Potencialmente fiéis
4741;17.0;19.0;562.0;5;5;4;554;9.5;Campeões
375;79.0;16.0;1156.0;2;4;5;245;6.5;Fiéis
10022;78.0;4.0;16.0;2;1;1;211;3.0;Quase em risco
11010;75.0;9.0;44.0;2;3;2;232;4.5;Precisam de atenção
3885;10.0;5.0;63.0;5;1;2;512;6.5;Potencialmente fiéis
880;47.0;6.0;96.0;3;1;3;313;5.0;Potencialmente fiéis
850;4.0;22.0;757.0;5;5;5;555;10.0;Campeões
4713;15.0;9.0;125.0;5;3;3;533;8.0;Fiéis
