ID;Recency;Frequency;Monetary;R;F;M;RFM_Concat;RFM_Score;RFM_Segment;Cluster
2253;15.0;6.0;85.0;5;1;3;513;17.25;Campeões;4
5181;58.0;4.0;24.0;3;1;1;311;10.25;Precisam de atenção;0
979;11.0;8.0;112.0;5;2;3;523;18.0;Campeões;4
10390;27.0;5.0;30.0;4;1;1;411;13.25;Novos clientes;0
4698;32.0;16.0;410.0;4;4;4;444;17.0;Campeões;1
1745;88.0;20.0;1313.0;1;5;5;155;9.25;Precisam de atenção;3
10590;91.0;23.0;1483.0;1;5;5;155;9.25;Precisam de atenção;3
8369;21.0;4.0;28.0;4;1;1;411;13.25;Novos clientes;0
5232;23.0;11.0;227.0;4;3;3;433;15.75;Campeões;1
2407;10.0;20.0;1555.0;5;5;5;555;21.25;Campeões;3
7912;69.0;8.0;103.0;2;2;3;223;9.0;Precisam de atenção;4
7712;68.0;19.0;634.0;2;5;5;255;12.25;Novos clientes;3
7275;34.0;10.0;131.0;4;3;3;433;15.75;Campeões;4
1343;55.0;22.0;586.0;3;5;5;355;15.25;Fiéis;3
1384;10.0;7.0;62.0;5;2;2;522;17.5;Campeões;4
6181;36.0;27.0;939.0;4;5;5;455;18.25;Campeões;3
10507;14.0;15.0;797.0;5;4;5;545;20.5;Campeões;3
2698;52.0;17.0;415.0;3;4;4;344;14.0;Novos clientes;1
3231;97.0;5.0;30.0;1;1;1;111;4.25;Perdidos;0
4096;24.0;12.0;187.0;4;3;3;433;15.75;Campeões;1
10476;0.0;11.0;251.0;5;3;4;534;19.25;Campeões;2
5948;96.0;12.0;237.0;1;3;4;134;7.25;Em Risco;1
9140;89.0;8.0;91.0;1;2;3;123;6.0;Hibernando;4
10258;94.0;6.0;35.0;1;1;1;111;4.25;Perdidos;0
5675;98.0;22.0;493.0;1;5;4;154;8.75;Quase em risco;3
4743;72.0;28.0;971.0;2;5;5;255;12.25;Novos clientes;3
8805;1.0;17.0;371.0;5;4;4;544;20.0;Campeões;1
1542;26.0;20.0;396.0;4;5;4;454;17.75;Campeões;3
6770;5.0;7.0;68.0;5;2;2;522;17.5;Campeões;4
8773;22.0;15.0;322.0;4;4;4;444;17.0;Campeões;1
10420;56.0;10.0;222.0;3;3;3;333;12.75;Novos clientes;1
7514;74.0;12.0;177.0;2;3;3;233;9.75;Precisam de atenção;1
793;24.0;6.0;45.0;4;1;2;412;13.75;Novos clientes;0
8702;10.0;6.0;22.0;5;1;1;511;16.25;Campeões;0
4791;35.0;5.0;41.0;4;1;1;411;13.25;Novos clientes;0
2963;56.0;21.0;1440.0;3;5;5;355;15.25;Fiéis;3
8216;7.0;17.0;325.0;5;4;4;544;20.0;Campeões;1
8140;51.0;10.0;95.0;3;3;3;333;12.75;Novos clientes;4
10146;17.0;5.0;42.0;5;1;1;511;16.25;Campeões;0
5289;30.0;6.0;72.0;4;1;2;412;13.75;Novos clientes;4
2587;21.0;7.0;20.0;4;2;1;421;14.0;Novos clientes;0
4405;2.0;23.0;789.0;5;5;5;555;21.25;Campeões;3
8663;85.0;4.0;15.0;1;1;1;111;4.25;Perdidos;0
2589;65.0;8.0;59.0;2;2;2;222;8.5;Quase em risco;4
3421;64.0;22.0;908.0;2;5;5;255;12.25;Novos clientes;3
10490;11.0;14.0;417.0;5;4;4;544;20.0;Campeões;1
4094;92.0;15.0;289.0;1;4;4;144;8.0;Quase em risco;1
9958;54.0;21.0;769.0;3;5;5;355;15.25;Fiéis;3
2534;4.0;10.0;188.0;5;3;3;533;18.75;Campeões;1
4188;53.0;14.0;354.0;3;4;4;344;14.0;Novos clientes;1
6613;39.0;26.0;727.0;4;5;5;455;18.25;Campeões;3
10827;49.0;11.0;146.0;3;3;3;333;12.75;Novos clientes;1
5491;70.0;16.0;319.0;2;4;4;244;11.0;Promissores;1
8402;40.0;22.0;794.0;3;5;5;355;15.25;Fiéis;3
8783;40.0;18.0;454.0;3;4;4;344;14.0;Novos clientes;3
10010;43.0;11.0;152.0;3;3;3;333;12.75;Novos clientes;1
618;17.0;22.0;797.0;5;5;5;555;21.25;Campeões;3
361;84.0;4.0;20.0;1;1;1;111;4.25;Perdidos;0
2678;62.0;11.0;209.0;2;3;3;233;9.75;Precisam de atenção;1
6376;83.0;19.0;545.0;1;5;4;154;8.75;Quase em risco;3
524;47.0;6.0;96.0;3;1;3;313;11.25;Novos clientes;4
10341;45.0;10.0;222.0;3;3;3;333;12.75;Novos clientes;1
5654;34.0;7.0;61.0;4;2;2;422;14.5;Potencialmente fiéis;4
4098;3.0;9.0;44.0;5;3;2;532;18.25;Campeões;4
5824;1.0;4.0;8.0;5;1;1;511;16.25;Campeões;0
2561;45.0;23.0;1371.0;3;5;5;355;15.25;Fiéis;3
5229;81.0;5.0;42.0;1;1;1;111;4.25;Perdidos;0
4086;77.0;5.0;60.0;2;1;2;212;7.75;Quase em risco;0
2428;23.0;9.0;78.0;4;3;2;432;15.25;Fiéis;4
8254;48.0;4.0;23.0;3;1;1;311;10.25;Precisam de atenção;0
2836;61.0;4.0;19.0;2;1;1;211;7.25;Em Risco;0
8418;60.0;7.0;61.0;2;2;2;222;8.5;Quase em risco;4
7152;64.0;5.0;37.0;2;1;1;211;7.25;Em Risco;0
10033;54.0;5.0;38.0;3;1;1;311;10.25;Precisam de atenção;0
274;75.0;7.0;34.0;2;2;1;221;8.0;Quase em risco;4
3388;16.0;17.0;294.0;5;4;4;544;20.0;Campeões;1
922;79.0;6.0;48.0;2;1;2;212;7.75;Quase em risco;0
8588;92.0;15.0;289.0;1;4;4;144;8.0;Quase em risco;1
2518;16.0;4.0;30.0;5;1;1;511;16.25;Campeões;0
574;96.0;7.0;125.0;1;2;3;123;6.0;Hibernando;4
3220;30.0;9.0;156.0;4;3;3;433;15.75;Campeões;4
5967;60.0;9.0;70.0;2;3;2;232;9.25;Precisam de atenção;4
1183;11.0;4.0;22.0;5;1;1;511;16.25;Campeões;0
6856;75.0;9.0;65.0;2;3;2;232;9.25;Precisam de atenção;4
4682;88.0;13.0;310.0;1;4;4;144;8.0;Quase em risco;1
1232;54.0;17.0;1244.0;3;4;5;345;14.5;Potencialmente fiéis;3
1927;41.0;17.0;690.0;3;4;5;345;14.5;Potencialmente fiéis;3
5788;46.0;12.0;209.0;3;3;3;333;12.75;Novos clientes;1
5975;82.0;6.0;57.0;1;1;2;112;4.75;Hibernando;4
6875;38.0;17.0;529.0;4;4;4;444;17.0;Campeões;3
4399;3.0;16.0;1091.0;5;4;5;545;20.5;Campeões;3
4042;87.0;11.0;180.0;1;3;3;133;6.75;Não posso perdê-los;1
2157;49.0;10.0;77.0;3;3;2;332;12.25;Novos clientes;4
2525;65.0;18.0;534.0;2;4;4;244;11.0;Promissores;3
8233;9.0;21.0;556.0;5;5;4;554;20.75;Campeões;3
2945;25.0;5.0;46.0;4;1;2;412;13.75;Novos clientes;0
10403;43.0;9.0;44.0;3;3;2;332;12.25;Novos clientes;4
5074;10.0;5.0;47.0;5;1;2;512;16.75;Campeões;0
4690;45.0;21.0;586.0;3;5;5;355;15.25;Fiéis;3
7196;20.0;4.0;13.0;4;1;1;411;13.25;Novos clientes;0
4406;29.0;25.0;1471.0;4;5;5;455;18.25;Campeões;3
9672;82.0;8.0;65.0;1;2;2;122;5.5;Hibernando;4
4864;68.0;12.0;175.0;2;3;3;233;9.75;Precisam de atenção;1
4706;65.0;5.0;40.0;2;1;1;211;7.25;Em Risco;0
3697;20.0;9.0;134.0;4;3;3;433;15.75;Campeões;4
4220;26.0;7.0;87.0;4;2;3;423;15.0;Fiéis;4
5286;68.0;10.0;217.0;2;3;3;233;9.75;Precisam de atenção;1
7787;83.0;23.0;819.0;1;5;5;155;9.25;Precisam de atenção;3
3102;32.0;5.0;32.0;4;1;1;411;13.25;Novos clientes;0
5868;49.0;6.0;46.0;3;1;2;312;10.75;Promissores;0
5763;63.0;18.0;380.0;2;4;4;244;11.0;Promissores;1
7494;11.0;15.0;269.0;5;4;4;544;20.0;Campeões;1
2005;86.0;8.0;75.0;1;2;2;122;5.5;Hibernando;4
6885;36.0;6.0;55.0;4;1;2;412;13.75;Novos clientes;4
2072;34.0;21.0;1064.0;4;5;5;455;18.25;Campeões;3
9463;16.0;25.0;1443.0;5;5;5;555;21.25;Campeões;3
5751;54.0;5.0;38.0;3;1;1;311;10.25;Precisam de atenção;0
3340;56.0;20.0;436.0;3;5;4;354;14.75;Fiéis;3
3643;65.0;14.0;928.0;2;4;5;245;11.5;Novos clientes;3
10128;21.0;27.0;907.0;4;5;5;455;18.25;Campeões;3
9;86.0;11.0;120.0;1;3;3;133;6.75;Não posso perdê-los;4
3865;14.0;7.0;73.0;5;2;2;522;17.5;Campeões;4
2853;74.0;12.0;275.0;2;3;4;234;10.25;Precisam de atenção;1
6310;4.0;7.0;78.0;5;2;2;522;17.5;Campeões;4
10380;50.0;7.0;106.0;3;2;3;323;12.0;Novos clientes;4
3887;2.0;7.0;106.0;5;2;3;523;18.0;Campeões;4
1998;82.0;7.0;84.0;1;2;3;123;6.0;Hibernando;4
10795;14.0;7.0;48.0;5;2;2;522;17.5;Campeões;4
7998;77.0;9.0;112.0;2;3;3;233;9.75;Precisam de atenção;4
3536;65.0;7.0;55.0;2;2;2;222;8.5;Quase em risco;4
125;65.0;17.0;271.0;2;4;4;244;11.0;Promissores;1
2804;86.0;11.0;120.0;1;3;3;133;6.75;Não posso perdê-los;4
3745;92.0;8.0;103.0;1;2;3;123;6.0;Hibernando;4
9771;97.0;17.0;269.0;1;4;4;144;8.0;Quase em risco;1
451;91.0;5.0;22.0;1;1;1;111;4.25;Perdidos;0
10530;0.0;16.0;1156.0;5;4;5;545;20.5;Campeões;2
6678;5.0;9.0;72.0;5;3;2;532;18.25;Campeões;4
3852;48.0;27.0;964.0;3;5;5;355;15.25;Fiéis;3
73;81.0;4.0;18.0;1;1;1;111;4.25;Perdidos;0
5589;95.0;24.0;793.0;1;5;5;155;9.25;Precisam de atenção;3
10212;43.0;7.0;100.0;3;2;3;323;12.0;Novos clientes;4
6365;5.0;6.0;80.0;5;1;3;513;17.25;Campeões;4
5636;50.0;8.0;167.0;3;2;3;323;12.0;Novos clientes;4
591;76.0;20.0;677.0;2;5;5;255;12.25;Novos clientes;3
2217;46.0;4.0;23.0;3;1;1;311;10.25;Precisam de atenção;0
2544;68.0;7.0;92.0;2;2;3;223;9.0;Precisam de atenção;4
7725;33.0;16.0;641.0;4;4;5;445;17.5;Campeões;3
5462;63.0;32.0;1174.0;2;5;5;255;12.25;Novos clientes;3
7791;89.0;6.0;25.0;1;1;1;111;4.25;Perdidos;0
4037;77.0;4.0;20.0;2;1;1;211;7.25;Em Risco;0
6642;50.0;11.0;102.0;3;3;3;333;12.75;Novos clientes;4
5424;30.0;9.0;156.0;4;3;3;433;15.75;Campeões;4
879;66.0;21.0;458.0;2;5;4;254;11.75;Novos clientes;3
9530;16.0;4.0;17.0;5;1;1;511;16.25;Campeões;0
10699;30.0;8.0;92.0;4;2;3;423;15.0;Fiéis;4
1497;8.0;16.0;407.0;5;4;4;544;20.0;Campeões;1
7476;93.0;23.0;1269.0;1;5;5;155;9.25;Precisam de atenção;3
4390;14.0;23.0;841.0;5;5;5;555;21.25;Campeões;3
9916;92.0;8.0;54.0;1;2;2;122;5.5;Hibernando;4
8135;41.0;5.0;52.0;3;1;2;312;10.75;Promissores;0
8685;56.0;20.0;436.0;3;5;4;354;14.75;Fiéis;3
4967;19.0;15.0;268.0;5;4;4;544;20.0;Campeões;1
2130;4.0;8.0;147.0;5;2;3;523;18.0;Campeões;4
8175;71.0;8.0;137.0;2;2;3;223;9.0;Precisam de atenção;4
6257;81.0;17.0;507.0;1;4;4;144;8.0;Quase em risco;3
3790;31.0;4.0;15.0;4;1;1;411;13.25;Novos clientes;0
3503;78.0;15.0;974.0;2;4;5;245;11.5;Novos clientes;3
5223;80.0;8.0;66.0;1;2;2;122;5.5;Hibernando;4
1626;37.0;6.0;49.0;4;1;2;412;13.75;Novos clientes;0
4764;52.0;12.0;169.0;3;3;3;333;12.75;Novos clientes;1
2471;39.0;12.0;299.0;4;3;4;434;16.25;Campeões;1
4971;22.0;10.0;155.0;4;3;3;433;15.75;Campeões;4
10069;43.0;5.0;58.0;3;1;2;312;10.75;Promissores;0
2262;74.0;15.0;311.0;2;4;4;244;11.0;Promissores;1
1131;54.0;7.0;95.0;3;2;3;323;12.0;Novos clientes;4
1041;3.0;19.0;424.0;5;5;4;554;20.75;Campeões;3
24;96.0;12.0;47.0;1;3;2;132;6.25;Hibernando;4
3409;68.0;15.0;339.0;2;4;4;244;11.0;Promissores;1
7943;40.0;6.0;35.0;3;1;1;311;10.25;Precisam de atenção;0
5272;64.0;20.0;562.0;2;5;4;254;11.75;Novos clientes;3
800;57.0;6.0;32.0;3;1;1;311;10.25;Precisam de atenção;0
11092;78.0;7.0;41.0;2;2;1;221;8.0;Quase em risco;4
5062;71.0;5.0;39.0;2;1;1;211;7.25;Em Risco;0
4480;61.0;19.0;401.0;2;5;4;254;11.75;Novos clientes;3
9971;22.0;17.0;506.0;4;4;4;444;17.0;Campeões;3
1773;38.0;6.0;57.0;4;1;2;412;13.75;Novos clientes;4
1764;92.0;15.0;270.0;1;4;4;144;8.0;Quase em risco;1
6215;24.0;6.0;31.0;4;1;1;411;13.25;Novos clientes;0
5423;35.0;4.0;16.0;4;1;1;411;13.25;Novos clientes;0
940;9.0;14.0;311.0;5;4;4;544;20.0;Campeões;1
3011;23.0;11.0;227.0;4;3;3;433;15.75;Campeões;1
8286;55.0;8.0;122.0;3;2;3;323;12.0;Novos clientes;4
9668;14.0;9.0;77.0;5;3;2;532;18.25;Campeões;4
7019;49.0;13.0;211.0;3;4;3;343;13.5;Novos clientes;1
7408;8.0;12.0;233.0;5;3;4;534;19.25;Campeões;1
9986;8.0;10.0;54.0;5;3;2;532;18.25;Campeões;4
3276;53.0;7.0;78.0;3;2;2;322;11.5;Novos clientes;4
3570;64.0;13.0;244.0;2;4;4;244;11.0;Promissores;1
3783;43.0;9.0;116.0;3;3;3;333;12.75;Novos clientes;4
10207;40.0;4.0;15.0;3;1;1;311;10.25;Precisam de atenção;0
10906;52.0;16.0;425.0;3;4;4;344;14.0;Novos clientes;1
5209;21.0;19.0;638.0;4;5;5;455;18.25;Campeões;3
10711;23.0;22.0;894.0;4;5;5;455;18.25;Campeões;3
10785;17.0;7.0;41.0;5;2;1;521;17.0;Campeões;4
2814;6.0;5.0;31.0;5;1;1;511;16.25;Campeões;0
6866;56.0;5.0;34.0;3;1;1;311;10.25;Precisam de atenção;0
3829;94.0;5.0;29.0;1;1;1;111;4.25;Perdidos;0
10141;1.0;4.0;20.0;5;1;1;511;16.25;Campeões;0
5177;56.0;16.0;396.0;3;4;4;344;14.0;Novos clientes;1
7005;71.0;21.0;813.0;2;5;5;255;12.25;Novos clientes;3
7485;48.0;10.0;138.0;3;3;3;333;12.75;Novos clientes;4
8079;86.0;9.0;55.0;1;3;2;132;6.25;Hibernando;4
10352;2.0;9.0;117.0;5;3;3;533;18.75;Campeões;4
13;57.0;6.0;32.0;3;1;1;311;10.25;Precisam de atenção;0
1834;77.0;6.0;67.0;2;1;2;212;7.75;Quase em risco;4
2285;0.0;15.0;335.0;5;4;4;544;20.0;Campeões;2
1378;24.0;23.0;694.0;4;5;5;455;18.25;Campeões;3
1404;89.0;13.0;231.0;1;4;4;144;8.0;Quase em risco;1
6457;77.0;24.0;902.0;2;5;5;255;12.25;Novos clientes;3
2639;45.0;9.0;68.0;3;3;2;332;12.25;Novos clientes;4
8299;46.0;6.0;71.0;3;1;2;312;10.75;Promissores;4
6437;80.0;6.0;76.0;1;1;2;112;4.75;Hibernando;4
6912;60.0;22.0;772.0;2;5;5;255;12.25;Novos clientes;3
7327;71.0;9.0;47.0;2;3;2;232;9.25;Precisam de atenção;4
8143;49.0;13.0;265.0;3;4;4;344;14.0;Novos clientes;1
3433;54.0;21.0;981.0;3;5;5;355;15.25;Fiéis;3
4712;18.0;7.0;82.0;5;2;3;523;18.0;Campeões;4
1170;45.0;14.0;244.0;3;4;4;344;14.0;Novos clientes;1
6347;26.0;5.0;36.0;4;1;1;411;13.25;Novos clientes;0
4065;0.0;16.0;404.0;5;4;4;544;20.0;Campeões;2
8230;28.0;6.0;71.0;4;1;2;412;13.75;Novos clientes;4
5939;84.0;11.0;122.0;1;3;3;133;6.75;Não posso perdê-los;4
2156;38.0;10.0;41.0;4;3;1;431;14.75;Fiéis;4
7788;53.0;4.0;10.0;3;1;1;311;10.25;Precisam de atenção;0
10323;88.0;13.0;304.0;1;4;4;144;8.0;Quase em risco;1
7947;99.0;5.0;37.0;1;1;1;111;4.25;Perdidos;0
9256;5.0;27.0;1001.0;5;5;5;555;21.25;Campeões;3
295;77.0;22.0;1157.0;2;5;5;255;12.25;Novos clientes;3
7397;45.0;21.0;688.0;3;5;5;355;15.25;Fiéis;3
6349;71.0;19.0;1319.0;2;5;5;255;12.25;Novos clientes;3
10790;40.0;4.0;21.0;3;1;1;311;10.25;Precisam de atenção;0
10398;82.0;4.0;31.0;1;1;1;111;4.25;Perdidos;0
2431;70.0;6.0;67.0;2;1;2;212;7.75;Quase em risco;4
1890;95.0;4.0;25.0;1;1;1;111;4.25;Perdidos;0
10742;72.0;11.0;746.0;2;3;5;235;10.75;Promissores;1
10356;5.0;5.0;32.0;5;1;1;511;16.25;Campeões;0
3565;62.0;9.0;72.0;2;3;2;232;9.25;Precisam de atenção;4
5294;49.0;10.0;57.0;3;3;2;332;12.25;Novos clientes;4
1958;85.0;25.0;660.0;1;5;5;155;9.25;Precisam de atenção;3
7349;7.0;11.0;103.0;5;3;3;533;18.75;Campeões;4
8799;6.0;11.0;153.0;5;3;3;533;18.75;Campeões;1
1045;55.0;13.0;279.0;3;4;4;344;14.0;Novos clientes;1
8070;98.0;12.0;264.0;1;3;4;134;7.25;Em Risco;1
7832;30.0;23.0;1526.0;4;5;5;455;18.25;Campeões;3
2202;98.0;6.0;69.0;1;1;2;112;4.75;Hibernando;4
4055;41.0;8.0;64.0;3;2;2;322;11.5;Novos clientes;4
10091;78.0;17.0;1067.0;2;4;5;245;11.5;Novos clientes;3
7629;46.0;7.0;31.0;3;2;1;321;11.0;Promissores;0
10640;71.0;14.0;211.0;2;4;3;243;10.5;Precisam de atenção;1
3498;6.0;25.0;877.0;5;5;5;555;21.25;Campeões;3
6742;82.0;4.0;11.0;1;1;1;111;4.25;Perdidos;0
1381;20.0;17.0;324.0;4;4;4;444;17.0;Campeões;1
2634;10.0;9.0;69.0;5;3;2;532;18.25;Campeões;4
10905;7.0;16.0;252.0;5;4;4;544;20.0;Campeões;1
1744;67.0;5.0;54.0;2;1;2;212;7.75;Quase em risco;0
1000;48.0;27.0;964.0;3;5;5;355;15.25;Fiéis;3
8605;36.0;7.0;68.0;4;2;2;422;14.5;Potencialmente fiéis;4
10304;77.0;5.0;60.0;2;1;2;212;7.75;Quase em risco;0
4351;90.0;5.0;55.0;1;1;2;112;4.75;Hibernando;0
7500;33.0;19.0;564.0;4;5;4;454;17.75;Campeões;3
10556;51.0;17.0;358.0;3;4;4;344;14.0;Novos clientes;1
1064;18.0;5.0;42.0;5;1;1;511;16.25;Campeões;0
48;97.0;10.0;184.0;1;3;3;133;6.75;Não posso perdê-los;1
7610;32.0;19.0;460.0;4;5;4;454;17.75;Campeões;3
263;9.0;8.0;145.0;5;2;3;523;18.0;Campeões;4
10250;49.0;4.0;28.0;3;1;1;311;10.25;Precisam de atenção;0
3571;48.0;19.0;1101.0;3;5;5;355;15.25;Fiéis;3
7807;26.0;16.0;369.0;4;4;4;444;17.0;Campeões;1
3878;3.0;5.0;48.0;5;1;2;512;16.75;Campeões;0
5092;39.0;19.0;467.0;4;5;4;454;17.75;Campeões;3
2154;33.0;8.0;44.0;4;2;2;422;14.5;Potencialmente fiéis;4
5394;42.0;10.0;38.0;3;3;1;331;11.75;Novos clientes;4
3798;80.0;9.0;81.0;1;3;3;133;6.75;Não posso perdê-los;4
3524;9.0;10.0;167.0;5;3;3;533;18.75;Campeões;1
5247;52.0;7.0;45.0;3;2;2;322;11.5;Novos clientes;4
2118;68.0;20.0;622.0;2;5;5;255;12.25;Novos clientes;3
8812;45.0;7.0;48.0;3;2;2;322;11.5;Novos clientes;4
6616;47.0;16.0;461.0;3;4;4;344;14.0;Novos clientes;1
2797;34.0;26.0;1073.0;4;5;5;455;18.25;Campeões;3
4328;81.0;8.0;55.0;1;2;2;122;5.5;Hibernando;4
9167;72.0;26.0;976.0;2;5;5;255;12.25;Novos clientes;3
10560;23.0;5.0;20.0;4;1;1;411;13.25;Novos clientes;0
8312;80.0;6.0;43.0;1;1;1;111;4.25;Perdidos;0
5534;30.0;10.0;224.0;4;3;3;433;15.75;Campeões;1
5093;15.0;9.0;101.0;5;3;3;533;18.75;Campeões;4
7592;86.0;10.0;209.0;1;3;3;133;6.75;Não posso perdê-los;1
8895;68.0;21.0;968.0;2;5;5;255;12.25;Novos clientes;3
2694;44.0;5.0;24.0;3;1;1;311;10.25;Precisam de atenção;0
8910;7.0;16.0;252.0;5;4;4;544;20.0;Campeões;1
7433;87.0;12.0;165.0;1;3;3;133;6.75;Não posso perdê-los;1
164;59.0;13.0;269.0;2;4;4;244;11.0;Promissores;1
10477;16.0;7.0;102.0;5;2;3;523;18.0;Campeões;4
